id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
60,Ramona and Beezus,15000000.0,26167002.0,27469621.0,2010,July,2.575774866666667
61,The November Man,15000000.0,25018119.0,34820335.0,2014,August,2.9892302666666666
62,The Craft,15000000.0,24769466.0,55669466.0,1996,May,4.362595466666667
63,Match Point,15000000.0,23089926.0,87973835.0,2005,December,6.404250733333333
64,The Remains of the Day,15000000.0,22954968.0,63954968.0,1993,November,4.793995733333333
65,Nowhere to Run,15000000.0,22189039.0,52189039.0,1993,January,3.9585385333333334
66,Urban Legends: Final Cut,15000000.0,21468807.0,38574362.0,2000,September,3.0028779333333335
67,The Place Beyond the Pines,15000000.0,21403519.0,47011449.0,2013,March,3.560997866666667
68,Flicka,15000000.0,21000147.0,21896367.0,2006,October,1.8597676
69,The Hills Have Eyes II,15000000.0,20804166.0,37466538.0,2007,March,2.8847136
70,Keanu,15000000.0,20591853.0,20688141.0,2016,April,1.7519996
71,Country Strong,15000000.0,20218921.0,20601987.0,2010,December,1.7213938666666666
72,Tuck Everlasting,15000000.0,19161999.0,19344615.0,2002,October,1.5671076
73,The Marine,15000000.0,18844784.0,22165608.0,2006,October,1.7340261333333333
74,Disturbing Behavior,15000000.0,17507368.0,19014238.0,1998,July,1.4347737333333332
75,The Big Lebowski,15000000.0,17498804.0,46189568.0,1998,March,3.2458914666666665
76,A Most Wanted Man,15000000.0,17237855.0,36068890.0,2014,July,2.553783
77,The Hurt Locker,15000000.0,17017811.0,49894223.0,2009,June,3.4608022666666667
78,Eye of the Beholder,15000000.0,16500786.0,18260865.0,2000,January,1.3174434
79,The Man with the Iron Fists,15000000.0,15634090.0,22018988.0,2012,November,1.5102052
80,Firestarter,15000000.0,15136870.0,15136870.0,1984,May,1.0182493333333333
81,Miss Bala,15000000.0,14998027.0,15362298.0,2019,February,1.0240216666666666
82,Killing Them Softly,15000000.0,14945541.0,39238443.0,2012,November,2.6122656
83,Freddy Got Fingered,15000000.0,14249005.0,14249005.0,2001,April,0.8998673333333334
84,One Day,15000000.0,13843771.0,59168692.0,2011,August,3.8674975333333332
85,De-Lovely,15000000.0,13337299.0,18524496.0,2004,June,1.1241196666666666
86,Whip It,15000000.0,13077184.0,18889972.0,2009,October,1.1311437333333334
87,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000.0,12981269.0,13248444.0,2008,January,0.7486475333333333
88,U2 3D,15000000.0,12898847.0,26170402.0,2008,January,1.6046166
89,Highlander: Endgame,15000000.0,12801190.0,12801190.0,2000,September,0.7068253333333333
90,The Founder,15000000.0,12786053.0,24403192.0,2017,January,1.479283
91,Idlewild,15000000.0,12669914.0,12669914.0,2006,August,0.6893218666666666
92,Confidence,15000000.0,12212417.0,12212417.0,2003,April,0.6283222666666667
93,Knockaround Guys,15000000.0,11660180.0,12419700.0,2002,October,0.6053253333333334
94,The Muse,15000000.0,11614954.0,11614954.0,1999,August,0.5486605333333333
95,Barney's Great Adventure,15000000.0,11156471.0,11156471.0,1998,April,0.4875294666666667
96,New York Stories,15000000.0,10763469.0,10763469.0,1989,March,0.4351292
97,Home Fries,15000000.0,10513979.0,10513979.0,1998,November,0.4018638666666667
98,Here on Earth,15000000.0,10494147.0,10845127.0,2000,March,0.4226182666666667
99,Raise Your Voice,15000000.0,10411980.0,14811980.0,2004,October,0.6815973333333334
100,Brazil,15000000.0,9929135.0,9932146.0,1985,December,0.3240854
1,The Dark Half,15000000.0,9579068.0,9579068.0,1993,April,0.27720906666666667
2,Black Snake Moan,15000000.0,9396870.0,10951153.0,2007,March,0.35653486666666667
3,Dark Blue,15000000.0,9237470.0,12262065.0,2003,February,0.43330233333333334
4,A Mighty Heart,15000000.0,9176787.0,19153568.0,2007,June,0.8886903333333334
5,Brainstorm,15000000.0,8921050.0,8921050.0,1983,September,0.18947333333333333
6,Queen of Katwe,15000000.0,8874389.0,10055481.0,2016,September,0.26199133333333335
7,Whatever it Takes,15000000.0,8735529.0,8735529.0,2000,March,0.1647372
8,Boat Trip,15000000.0,8586376.0,14933713.0,2003,March,0.5680059333333334
9,The Importance of Being Earnest,15000000.0,8378141.0,8378141.0,2002,May,0.11708546666666667
10,The Love Letter,15000000.0,8322608.0,9010980.0,1999,May,0.15557253333333335
11,Hoot,15000000.0,8117637.0,8224998.0,2006,May,0.089509
12,In Bruges,15000000.0,7800825.0,34533783.0,2008,February,1.8223072
13,Promised Land,15000000.0,7597898.0,12394562.0,2013,January,0.33283066666666666
14,Mulholland Drive,15000000.0,7219578.0,20785973.0,2001,October,0.8670367333333333
15,Hotel Artemis,15000000.0,6708137.0,12758799.0,2018,June,0.2977957333333333
16,The Rocker,15000000.0,6409528.0,8767338.0,2008,August,0.011791066666666667
17,Post Grad,15000000.0,6382178.0,6563402.0,2009,August,-0.13696133333333332
18,Whatever Works,15000000.0,5306706.0,35106706.0,2009,June,1.6942274666666666
19,The In Crowd,15000000.0,5217498.0,5217498.0,2000,July,-0.3043336
20,Los tres entierros de Melquiades Estrada,15000000.0,5027684.0,13454474.0,2005,December,0.23214386666666667
21,Jakob the Liar,15000000.0,4956401.0,4956401.0,1999,September,-0.33914653333333333
22,Se jie,15000000.0,4604982.0,65167430.0,2007,September,3.6514941333333333
23,"Kiss Kiss, Bang Bang",15000000.0,4235837.0,16829464.0,2005,October,0.4043534
24,Idle Hands,15000000.0,4023741.0,4023741.0,1999,April,-0.4635012
25,Scouts Guide to the Zombie Apocalypse,15000000.0,3703046.0,15554855.0,2015,October,0.2838600666666667
26,Blood and Chocolate,15000000.0,3526588.0,6551310.0,2007,January,-0.3281401333333333
27,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,2010,September,1.4997088
28,Rock the Kasbah,15000000.0,3020665.0,3386153.0,2015,October,-0.5728788
29,Never Let Me Go,15000000.0,2434652.0,11173718.0,2010,September,-0.09277533333333333
30,The Disappointments Room,15000000.0,2423467.0,3503761.0,2016,September,-0.6048514666666667
31,The Company,15000000.0,2281585.0,3396508.0,2003,December,-0.6214604666666667
32,Transsiberian,15000000.0,2203641.0,6379575.0,2008,July,-0.4277856
33,Crazy in Alabama,15000000.0,1954202.0,1954202.0,1999,October,-0.7394397333333333
34,The Clan of the Cave Bear,15000000.0,1953732.0,1953732.0,1986,January,-0.7395024
35,The Comedian,15000000.0,1658706.0,1658706.0,2017,February,-0.7788392
36,Funny Games,15000000.0,1294640.0,8200127.0,2008,March,-0.3670155333333333
37,Banlieue 13,15000000.0,1200216.0,11599903.0,2006,June,-0.14665873333333335
38,Felicia's Journey,15000000.0,824295.0,1970268.0,1999,November,-0.8136958
39,Metropolis,15000000.0,673414.0,1405032.0,2002,January,-0.8614369333333334
40,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000.0,632542.0,11279884.0,2015,October,-0.20583826666666666
41,Things to Do in Denver when You're Dead,15000000.0,529766.0,529766.0,1995,December,-0.9293645333333334
42,The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,2013,April,-0.9295025333333333
43,The Return,15000000.0,501752.0,5953886.0,2004,February,-0.5696241333333333
44,Buffalo Soldiers,15000000.0,353743.0,353743.0,2003,July,-0.9528342666666667
45,Steal (Canadian Release),15000000.0,220944.0,220944.0,2003,April,-0.9705408
46,Centurion,15000000.0,123570.0,7885048.0,2010,August,-0.4660921333333333
47,Ong-Bak 2,15000000.0,102458.0,7583050.0,2009,October,-0.4876328
48,Silent Trigger,15000000.0,76382.0,76382.0,1996,December,-0.9898157333333333
49,Midnight Meat Train,15000000.0,73548.0,1590246.0,2008,August,-0.8890804
50,Winnie Mandela,15000000.0,61847.0,61847.0,2013,September,-0.9917537333333334
51,The Son of No One,15000000.0,30680.0,1148578.0,2011,November,-0.9213828
52,All the Queen's Men,15000000.0,22723.0,22723.0,2002,October,-0.9969702666666667
53,The Good Night,15000000.0,22441.0,22441.0,2007,October,-0.9970078666666666
54,Khumba,15000000.0,0.0,20898221.0,2013,December,0.39321473333333334
55,A Few Best Men,15000000.0,0.0,17224539.0,2015,May,0.1483026
56,AutÃ³mata,15000000.0,0.0,6775458.0,2014,October,-0.5483028
57,Chiamatemi Francesco - Il papa della gente,15000000.0,0.0,3925769.0,2015,December,-0.7382820666666666
58,Bathory,15000000.0,0.0,3436763.0,2008,December,-0.7708824666666667
59,San suk si gin,15000000.0,0.0,2013340.0,2010,February,-0.8657773333333333
60,Dungeons & Dragons: Wrath of the Dragon God,15000000.0,0.0,909822.0,2005,December,-0.9393452
61,In Dubious Battle,15000000.0,0.0,214182.0,2017,February,-0.9857212
62,Broken Horses,15000000.0,0.0,3471.0,2015,September,-0.9997686
63,Pandaemonium,15000000.0,0.0,0.0,2001,June,-1.0
64,Blinded by the Light,15000000.0,0.0,0.0,2019,August,-1.0
65,Groundhog Day,14600000.0,70906973.0,70906973.0,1993,February,8.71328397260274
66,Magic Mike XXL,14500000.0,66013057.0,123660597.0,2015,July,12.080941655172413
67,Romeo+Juliet,14500000.0,46338728.0,147542381.0,1996,November,12.371110965517241
68,Elle s'appelait Sarah,14500000.0,7691700.0,25480031.0,2011,July,1.2877055862068965
69,Freedom,14500000.0,0.0,872757.0,2015,June,-0.9398098620689656
70,Unforgiven,14400000.0,101157447.0,159157447.0,1992,August,17.077423194444446
71,Manderlay,14200000.0,74205.0,543306.0,2006,January,-0.956513309859155
72,Pretty Woman,14000000.0,178406268.0,432645872.0,1990,March,42.64658142857143
73,Fatal Attraction,14000000.0,156645693.0,320100000.0,1987,September,33.053263785714286
74,Slumdog Millionaire,14000000.0,141330703.0,384530440.0,2008,November,36.56151021428571
75,Towering Inferno,14000000.0,116000000.0,139700000.0,1974,December,17.264285714285716
76,Crocodile Dundee 2,14000000.0,109306210.0,239606210.0,1988,May,23.922315714285713
77,Born on the Fourth of July,14000000.0,70001698.0,70001698.0,1989,December,9.000242571428572
78,Cool Runnings,14000000.0,68856263.0,155056263.0,1993,October,14.993751857142858
79,Stomp the Yard,14000000.0,61356221.0,75525718.0,2007,January,8.777281357142858
80,My Bloody Valentine,14000000.0,51545952.0,102836002.0,2009,January,10.027282428571429
81,The Possession,14000000.0,49130588.0,82925064.0,2012,August,8.43254657142857
82,First Blood,14000000.0,47212904.0,125212904.0,1982,October,11.316129142857143
83,The Spy Who Loved Me,14000000.0,46800000.0,185400000.0,1977,July,15.585714285714285
84,Urban Legend,14000000.0,38116707.0,72571864.0,1998,September,6.9063265
85,Taps,14000000.0,35856053.0,35856053.0,1981,December,4.122293285714286
86,Tyler Perry's Good Deeds,14000000.0,35025791.0,35579177.0,2012,February,4.043212
87,White Fang,14000000.0,34729091.0,34729091.0,1991,January,3.9612987142857143
88,Dangerous Liaisons,14000000.0,34700000.0,34700000.0,1988,December,3.9571428571428573
89,Superstar,14000000.0,30628981.0,30628981.0,1999,October,3.3755687142857145
90,The Iron Lady,14000000.0,29959436.0,115592104.0,2012,January,9.396538571428572
91,Poetic Justice,14000000.0,27450453.0,27450453.0,1993,July,2.921493285714286
92,Jonah: A VeggieTales Movie,14000000.0,25571351.0,25608779.0,2002,October,2.6557235714285716
93,All About the Benjamins,14000000.0,25482931.0,25873145.0,2002,March,2.668291142857143
94,Exorcist II: The Heretic,14000000.0,25011000.0,25011000.0,1977,June,2.573
95,Our Family Wedding,14000000.0,20255281.0,21410546.0,2010,March,1.9761305
96,Vampire in Brooklyn,14000000.0,19637147.0,19637147.0,1995,October,1.8053067142857142
97,An American Haunting,14000000.0,16298046.0,30443277.0,2006,May,2.3386659285714284
98,My Boss's Daughter,14000000.0,15549702.0,15549702.0,2003,August,1.221386
99,A Perfect Getaway,14000000.0,15515460.0,22815460.0,2009,August,1.737922857142857
100,Thinner,14000000.0,15171475.0,15171475.0,1996,October,1.1673535714285714
1,Dead Man on Campus,14000000.0,15064948.0,15064948.0,1998,August,1.1521354285714285
2,Tea with Mussolini,14000000.0,14395874.0,14395874.0,1999,May,1.0565534285714286
3,"New York, New York",14000000.0,13800000.0,13800000.0,1977,June,0.9714285714285714
4,Jason X,14000000.0,13121555.0,16951798.0,2002,April,1.1480966428571429
5,Crooklyn,14000000.0,13024170.0,13024170.0,1994,May,0.8605957142857142
6,I Think I Love My Wife,14000000.0,12559771.0,13205411.0,2007,March,0.8403701428571428
7,Hot Tub Time Machine 2,14000000.0,12314651.0,12826644.0,2015,February,0.7958067857142858
8,Bobby,14000000.0,11242801.0,20597806.0,2006,November,1.2743290714285713
9,Head Over Heels,14000000.0,10397365.0,10397365.0,2001,February,0.48533785714285715
10,Fun Size,14000000.0,9409538.0,11166615.0,2012,October,0.4697252142857143
11,Lost and Found,14000000.0,6552255.0,6552255.0,1999,April,-0.06396357142857143
12,Le Scaphandre et le Papillon,14000000.0,5990075.0,22754472.0,2007,November,1.0531819285714286
13,Little Children,14000000.0,5463019.0,14121177.0,2006,October,0.39887114285714287
14,Gossip,14000000.0,5108820.0,12591270.0,2000,April,0.26429214285714286
15,A Walk on the Moon,14000000.0,4741987.0,4741987.0,1999,March,-0.32257328571428573
16,Suffragette,14000000.0,4702420.0,34044909.0,2015,October,1.7676663571428572
17,Catch a Fire,14000000.0,4299773.0,5782198.0,2006,October,-0.2798592142857143
18,Mr. Turner,14000000.0,3958546.0,25187026.0,2014,December,1.0818265714285715
19,Soul Survivors,14000000.0,3100650.0,4288246.0,2001,September,-0.4722217142857143
20,Easy Virtue,14000000.0,2656784.0,20537741.0,2009,May,0.6567517857142857
21,Jefferson in Paris,14000000.0,2461628.0,2461628.0,1995,March,-0.6483388571428571
22,Flipped,14000000.0,1755212.0,4289993.0,2010,August,-0.5681996428571429
23,Caravans,14000000.0,1000000.0,1000000.0,1978,January,-0.8571428571428571
24,Les herbes folles,14000000.0,403952.0,1903952.0,2010,June,-0.8351497142857143
25,Amen,14000000.0,274299.0,274299.0,2003,January,-0.9608144285714286
26,The Lucky Ones,14000000.0,266967.0,266967.0,2008,September,-0.9618618571428571
27,Margaret,14000000.0,47185.0,623292.0,2011,September,-0.9521087857142857
28,Reign of Assassins,14000000.0,0.0,11354230.0,2016,November,-0.18898357142857142
29,Stan Helsing: A Parody,14000000.0,0.0,1553556.0,2009,October,-0.8890317142857143
30,Brokeback Mountain,13900000.0,83043761.0,176980863.0,2005,December,17.706807482014387
31,Clueless,13700000.0,56598476.0,56598476.0,1995,July,7.262551240875912
32,Ca$h,13700000.0,0.0,11738256.0,2008,December,-0.14319299270072994
33,Teenage Mutant Ninja Turtles,13500000.0,135265915.0,202000000.0,1990,March,23.982660370370372
34,The Ten Commandments,13500000.0,85400591.0,85434516.0,1956,October,11.65445237037037
35,Far From Heaven,13500000.0,15901849.0,29027914.0,2002,November,2.3281305925925926
36,Seven Psychopaths,13500000.0,15024049.0,33035736.0,2012,October,2.559984074074074
37,Quills,13500000.0,7060876.0,11732088.0,2000,November,0.3920714074074074
38,The Border,13500000.0,6118683.0,6118683.0,1982,January,-0.09352844444444444
39,Der Untergang,13500000.0,5501940.0,93631744.0,2005,February,6.343235851851852
40,The Caveman's Valentine,13500000.0,687081.0,892506.0,2001,March,-0.8829935555555556
41,The Last Godfather,13400000.0,164247.0,164247.0,2011,April,-0.9754855223880597
42,Under the Skin,13300000.0,2614251.0,7229933.0,2014,April,-0.2598357894736842
43,Mar adentro,13300000.0,2086345.0,39686345.0,2004,December,2.140803759398496
44,No Good Deed,13200000.0,52543632.0,54323210.0,2014,September,7.095972878787879
45,Good Morning Vietnam,13000000.0,123922370.0,123922370.0,1987,December,18.06498
46,Black Swan,13000000.0,106954678.0,331266710.0,2010,December,32.70933753846154
47,Save the Last Dance,13000000.0,91038276.0,122244329.0,2001,January,15.406354230769232
48,Justin Bieber: Never Say Never,13000000.0,73013910.0,99034125.0,2011,February,12.23446423076923
49,The First Purge,13000000.0,69488745.0,136617305.0,2018,July,14.854311538461538
50,Miracles from Heaven,13000000.0,61705123.0,73798736.0,2016,March,9.42337376923077
51,Snow Day,13000000.0,60008303.0,62452927.0,2000,February,8.420094615384615
52,The Butterfly Effect,13000000.0,57924679.0,95638592.0,2004,January,10.812559307692307
53,The Godfather: Part II,13000000.0,57300000.0,57300000.0,1974,December,7.815384615384615
54,The Shallows,13000000.0,55121623.0,118763442.0,2016,June,12.375774230769231
55,RoboCop,13000000.0,53424681.0,53424681.0,1987,July,7.219181692307692
56,A Nightmare on Elm Street 4: The Dream Master,13000000.0,49369899.0,49369899.0,1988,August,6.595369076923077
57,This Christmas,13000000.0,49121934.0,49733545.0,2007,November,6.604267615384615
58,About Last Night,13000000.0,48637684.0,50445860.0,2014,February,6.621811076923077
59,"Dude, Where's My Car?",13000000.0,46729374.0,73180297.0,2000,December,8.223820846153846
60,Young Guns,13000000.0,44726644.0,44726644.0,1988,August,5.881022153846154
61,St. Vincent,13000000.0,44137712.0,54837234.0,2014,October,6.613457384615384
62,Earth to Echo,13000000.0,38934842.0,42174545.0,2014,July,5.239183615384615
63,10 Things I Hate About You,13000000.0,38177966.0,60413950.0,1999,March,6.583993538461539
64,The New Guy,13000000.0,28972187.0,28972187.0,2002,May,3.4572595384615386
65,Loaded Weapon 1,13000000.0,27979399.0,27979399.0,1993,February,3.304522923076923
66,Baby Geniuses,13000000.0,27151490.0,27151490.0,1999,March,3.1771523076923076
67,The Big Hit,13000000.0,27066941.0,27066941.0,1998,April,3.164144769230769
68,Child's Play 2,13000000.0,26904572.0,34166572.0,1990,November,3.6977803076923075
69,Harriet the Spy,13000000.0,26570048.0,26570048.0,1996,July,3.0876996923076923
70,21 and Over,13000000.0,25682380.0,42195766.0,2013,March,4.221395846153846
71,The Mist,13000000.0,25593755.0,57189408.0,2007,November,5.367935615384615
72,Ex Machina,13000000.0,25440971.0,38358392.0,2015,April,3.907643307692308
73,Being John Malkovich,13000000.0,22858926.0,32382381.0,1999,October,3.249331307692308
74,Two Can Play That Game,13000000.0,22235901.0,22391450.0,2001,September,2.432873153846154
75,Eye in the Sky,13000000.0,18704596.0,35402802.0,2016,March,3.1621075384615382
76,Admission,13000000.0,18007317.0,18733666.0,2013,March,1.8262294615384616
77,The Perks of Being a Wallflower,13000000.0,17742948.0,33069303.0,2012,September,2.9086346923076922
78,crazy/beautiful,13000000.0,16929123.0,19929123.0,2001,June,1.8352496923076924
79,54,13000000.0,16757163.0,16757163.0,1998,August,1.578025076923077
80,Room,13000000.0,14677674.0,36262783.0,2015,October,2.9184966923076923
81,Woodlawn,13000000.0,14394097.0,14403703.0,2015,October,1.2152153846153846
